Quote,all_tags
"Thousands of people who say they ""love"" animals sit down once or twice a day to enjoy the flesh of creatures who have been utterly deprived of everything that could make their lives worth living and who endured the awful suffering and the terror of the abattoirs— and the journey to get there— before finally leaving their miserable world, only too often after a painful death.","sadness,curiosity,joy,disappointment,love,admiration,confusion,realization"
"When diplomacy ends, War begins.","sadness,disappointment,realization"
"When I dare to be powerful, to use my strength in the service of my vision, then it becomes less and less important whether I am afraid.","fear,anger,love,annoyance,realization"
"I don't know where I'm going from here, but I promise it won't be boring.","optimism,joy,admiration,desire,confusion"
"After knowing that the sun neither sets nor rises except for our imaginations and the limitations of our planet Earth, there can be no more mood swings in the heart and mind.","optimism,sadness,curiosity,love,realization"
"Everyone discusses my art and pretends to understand, as if it were necessary to understand, when it is simply necessary to love.","admiration,joy,love"
"It's impossible to fear and love God at the same time. Simply, because you can't enter into heaven and hell at the same time!","fear,joy,love,annoyance,confusion,curiosity"
One moment of pain is worth a lifetime of glory.,"admiration,sadness"
"I took a deep breath and listened to the old brag of my heart: I am, I am, I am.","love,realization"
"That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!","admiration,joy"
"I'm not a poster boy for good behavior and recovery in Hollywood, I'm just a guy who knows he has a lot to be grateful for.",realization
"I am not gay, although I wish I were, just to piss off homophobes.",
"If she's amazing, she won't be easy. If she's easy, she won't be amazing. If she's worth it, you wont give up. If you give up, you're not worthy…. Truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for.","optimism,disgust,disappointment,sadness,admiration"
"People cry, not because they are weak. It is because they've been strong for too long.","admiration,sadness"
"In order to see the boundaries of the probabilities, need to try impossible.","anger,sadness,curiosity,love,annoyance,confusion"
"If a person has no hope, he is truly blessed because that person has no fear of failure.","admiration,love,annoyance"
"The most beautiful moments in life are moments when you are expressing your joy, not when you are seeking it.","admiration,joy,annoyance"
Gay as a daffodil.,
Dead people receive more flowers than the living ones because regret is stronger than gratitude.,"optimism,amusement,sadness,remorse,gratitude,annoyance,admiration,realization"
"At this stage, some people might advise me to focus on pleasure and avoid any kind of pain—But where can we hide from pain when it finds us unprepared?","optimism,sadness,curiosity,gratitude,joy,excitement,confusion,realization"
"Love all, trust a few, do wrong to none.","joy,disappointment,love,sadness,realization"
"Runnin' away from you takes time and pain And I don't even want to So, I'm gettin' high all week without you Poppin' pills, thinkin' about you","fear,desire,sadness"
"I could easily forgive his pride, if he had not mortified mine.","joy,pride"
Even the genius ask questions.,"disappointment,sadness"
We do not learn from experience… we learn from reflecting on experience.,"amusement,sadness,disappointment"
"Seven Steps to Success
1) Make a commitment to grow daily.
2) Value the process more than events.
3) Don't wait for inspiration.
4) Be willing to sacrifice pleasure for opportunity.
5) Dream big.
6) Plan your priorities.
7) Give up to go up.","joy,excitement,sadness,curiosity,love,realization"
We accept the love we think we deserve.,"realization,joy,love"
A man's greatness is determined by his heart not by the caste and the lineage he brings.,"admiration,realization"
I am free and that is why I am lost.,sadness
"Take your life in your own hands, and what happens? A terrible thing: no one to blame.","fear,realization,curiosity"
"Just don’t give up trying to do what you really want to do. Where there is love and inspiration, I don’t think you can go wrong.","anger,sadness,desire,joy,disappointment,love,annoyance,admiration,realization"
"Such prizes and punishments are, if I may be allowed the expression, the bench of the soul, the instrument of slavery for the spirit.","fear,sadness,disappointment,love"
"You have power over your mind - not outside events. Realize this, and you will find strength.","optimism,love,realization"
"Racism is still with us. But it is up to us to prepare our children for what they have to meet, and, hopefully, we shall overcome.",optimism
Constructive process is a process of development and learning is a process of reconstruction of nature.,"fear,optimism,sadness,love,nervousness,admiration,realization"
"I did not wanted to become the victim, so became the bully.","anger,desire,annoyance"
"We're born alone, we live alone, we die alone. Only through our love and friendship can we create the illusion for the moment that we're not alone.","admiration,joy,love,sadness"
"Just keep moving forward and don't give a sh** about what anybody thinks. Do what you have to do, for you.",admiration
Let the beauty of what you love be what you do.,"realization,joy,love"
"Poor and working people in this country are sent to kill poor and working people in other country to make the rich richer. Without racism, soldiers would realize that they have more in common with the Iraqi people than they do with the billionaires who send us to war.","disappointment,realization,annoyance"
"If the path before you is clear, you’re probably on someone else’s.","confusion,curiosity"
"Birds scream at the top of their lungs in horrified hellish rage every morning at daybreak to warn us all of the truth, but sadly we don't speak bird.","anger,joy,disgust,sadness,annoyance,admiration"
"You can close your eyes to the things you don't want to see, but you can't close your heart to the things you don't want to feel.","sadness,curiosity,desire,confusion,realization"
The biggest people with the biggest ideas can be shot down by the smallest people with the smallest minds. Think big anyway!,
"The wonderful things in life are the things you do, not the things you have.","admiration,joy"
"I put a lot of mannequins in my room in the past, and I still have mannequins in my room, because I used to be very lonely, painfully lonely. You have no idea. I used to walk the streets looking for people to talk to. I'm talking about the height of one's career…. I would walk up to them, strangers, and say, ""will you be my friend?"" They'd go, ""my god, Michael Jackson!""","optimism,sadness,love,admiration,realization"
"For a writer, life must be the focus that death illuminates daily.","admiration,love"
"You know, all that really matters is that the people you love are happy and healthy. Everything else is just sprinkles on the sundae.","fear,joy,optimism,love,curiosity"
"Education, therefore, has to be organized in such a way that people from all walks of life can participate in educational activities at levels and times of their preference.","admiration,optimism"
"Pure philosophy cannot be taught in school, it has to start as a self-journey without filling your head with other people's ideologies.","desire,optimism,disappointment"
"But it is a well-known maxim of war that whoever tries to hold on to everything at once, finishes up by holding nothing at all.","admiration,optimism,disappointment"
Is it a crime to fight for what is mine?,"desire,confusion,optimism,curiosity"
Sweet as sugar. Hard as ice. Hurt me once. I'll kill you twice.,"anger,disappointment,sadness,annoyance,desire,realization"
If the world really looks like that I will paint no more!,"optimism,confusion,curiosity"
I would rather die on my feet than live on my knees.,admiration
In life there are going to be some things that make it hard to smile. Through all the rain and pain you got to keep your sense of humor and smile for me now. Remember that.,"admiration,joy,sadness"
There are alway going to be bad things. But you can write it down and make a song out of it.,"fear,optimism"
"Percy, let me go"" she croaked. ""You can't pull me up.""
His face was white with effort. She could see in his eyes that he knew it was hopeless.
""Never,"" he said. He looked up at Nico, fifteen feet above.
""The other side, Nico! We'll see you there. Understand?""
Nico's eyes widened. ""But-""
""Lead them!"" Percy shouted. ""Promise me!""
""I-I will.""
Below them, the voice laughed in the darkness. Sacrifices. Beautiful sacrifices to wake the goddess.
Percy tightened his grip on Annabeth's wrist. His face was gaunt, scraped and bloody, his hair dusted with cobwebs, but when he locked eyes with her, she thought he had never looked more handsome.
""We're staying together,"" he promised. ""You're not getting away from me. Never again.""
Only then did she understand what would happen. A one-way trip. A very hard fall.
""As long as we're together,"" she said.
She heard Nico and Hazel still screaming for help. She saw sunlight far, far above- maybe the last sunlight she would ever see.
Then Percy let go of his ledge, and together, holding hands, he and Annabeth fell into the endless darkness.","fear,optimism,sadness,joy,disappointment,annoyance,love,nervousness,admiration,realization"
"To achieve this, we have to distinctively promote continuing and lifelong education, the form of education which is responsive to individual needs and preferences. With educational facilities and a variety of educational programs available, people can make use of the learning centre as a place to acquire technical skills or knowledge adaptive to their work and daily life activities.","anger,sadness,gratitude,joy,annoyance,love,admiration,realization"
"Smiling makes me feel weak and not in control and not powerful and small. Writing a song is so personal. You have to have trust in someone you're working with; otherwise, you're not gonna come out with something that's really you.","fear,curiosity,disappointment,love,annoyance,admiration,confusion,realization"
"Life is really simple, but we insist on making it complicated.","admiration,realization"
"I am more worried about being a good person than being the best football player in the world. When all this is over, what are you left with? ","fear,curiosity,excitement,love,annoyance,admiration,confusion"
"All the gods, all the heavens, all the hells, are within you.","confusion,curiosity"
"(on ""I Don't Get Down Like That"" the Swedish group Play pop song) There comes a day when you realise turning the page is the best feeling in the world, because you realise there is so much more to the book than the page you were stuck on.","optimism,annoyance,curiosity,admiration,confusion,realization"
"A society where emotions come last and selfishness is considered blessed, or placed first before anything; cannot be expected to produce good fruits!","confusion,disappointment,sadness,annoyance"
Life does not forgive weakness.,
"In the end, we will remember not the words of our enemies but the silence of our friends.","optimism,disappointment,surprise,realization"
Now I have neither happiness nor unhappiness. Everything passes. That is the one and only thing that I have thought resembled a truth in the society of human beings where I have dwelled up to now as in a burning hell. Everything passes.,"fear,optimism,sadness,curiosity,disappointment,love,annoyance"
"Half of life is lost in charming others.
The other half is lost in going through anxieties caused by others.
Leave this play. You have played enough.","optimism,disappointment,sadness,annoyance,admiration"
Man is the most insane species. He worships an invisible God and destroys a visible Nature. Unaware that this Nature he’s destroying is this God he’s worshiping.,"anger,optimism,love,annoyance"
I hate the word homophobia. It's not a phobia. Why would I be scared of a faggot?,"anger,disappointment"
A woman withers when she is watered only with tears.,"optimism,sadness"
"I'm the kind of boy that can fall in love with any girl because I love with the heart, not the eyes.","joy,curiosity,love,sadness,confusion,realization,gratitude"
Modern civilization is highly computerrorized.,"confusion,disappointment,curiosity"
The sadness will last forever.,"disappointment,sadness"
"And if you ever need a friend then you got me And in the end, when I die, would you watch me? And if I try suicide, would you stop me? Would you help me get a grip or would you drop me?","anger,optimism,sadness,curiosity,joy,disappointment,love,annoyance,admiration,confusion"
They don't really care about us.,
"you are my sun, and if the sun went out, the shadow would die.",admiration
"Only few people, the leaders, have graduated from the school of religion. The others continue to swing back and forth like a pendulum. The lost sheep.","anger,joy,love,annoyance,realization"
"Stories of perfect people who have never failed don't inspire me, in fact, those stories make me bored and sleepy. I'm fascinated and addicted to stories of people who have failed and risen to become the world's best, those are the real heroes. Failing doesn't define you, how you bounce back up is what makes you","fear,sadness,curiosity,joy,disappointment,excitement,love,annoyance,admiration,confusion,surprise"
"Keep your friends close, and your enemies closer.",admiration
"Only once in your life, I truly believe, you find someone who can completely turn your world around. You tell them things that you’ve never shared with another soul and they absorb everything you say and actually want to hear more. You share hopes for the future, dreams that will never come true, goals that were never achieved and the many disappointments life has thrown at you. When something wonderful happens, you can’t wait to tell them about it, knowing they will share in your excitement. They are not embarrassed to cry with you when you are hurting or laugh with you when you make a fool of yourself. Never do they hurt your feelings or make you feel like you are not good enough, but rather they build you up and show you the things about yourself that make you special and even beautiful. There is never any pressure, jealousy or competition but only a quiet calmness when they are around. You can be yourself and not worry about what they will think of you because they love you for who you are. The things that seem insignificant to most people such as a note, song or walk become invaluable treasures kept safe in your heart to cherish forever. Memories of your childhood come back and are so clear and vivid it’s like being young again. Colours seem brighter and more brilliant. Laughter seems part of daily life where before it was infrequent or didn’t exist at all. A phone call or two during the day helps to get you through a long day’s work and always brings a smile to your face. In their presence, there’s no need for continuous conversation, but you find you’re quite content in just having them nearby. Things that never interested you before become fascinating because you know they are important to this person who is so special to you. You think of this person on every occasion and in everything you do. Simple things bring them to mind like a pale blue sky, gentle wind or even a storm cloud on the horizon. You open your heart knowing that there’s a chance it may be broken one day and in opening your heart, you experience a love and joy that you never dreamed possible. You find that being vulnerable is the only way to allow your heart to feel true pleasure that’s so real it scares you. You find strength in knowing you have a true friend and possibly a soul mate who will remain loyal to the end. Life seems completely different, exciting and worthwhile. Your only hope and security is in knowing that they are a part of your life.","sadness,embarrassment,joy,disappointment,annoyance,confusion,surprise,realization,fear,anger,optimism,amusement,curiosity,desire,excitement,love,admiration"
In my end is my beginning.,"sadness,disappointment,realization"
Life will bring you pain all by itself. Your responsibility is to create joy.,"joy,sadness,love,annoyance"
"Nobody knows me, nobody knows one thing about me Everyone doubts me But, I'ma make it all come true, and I do it for you I know all about the pain that you go through","optimism,sadness"
"We come to love not by finding the perfect person, but by learning to see an imperfect person perfectly.","fear,joy,love,annoyance,admiration"
Its hard to be a diamond in a rhinestone world.,"confusion,disappointment,curiosity"
"If you make it, great. If you miss it - what's there to be afraid of?","fear,admiration,confusion,curiosity"
"A friend is one to whom one may pour out the contents of one's heart, chaff and grain together, knowing that gentle hands will take and sift it, keep what is worth keeping, and with a breath of kindness, blow the rest away.","admiration,surprise,realization,gratitude"
Better to die fighting for freedom then be a prisoner all the days of your life.,"admiration,gratitude"
Honesty is the first chapter of the book wisdom.,"anger,optimism,admiration,sadness,annoyance,desire,confusion"
"We don't like to kill our unborn, we need them to grow up and fight our wars.","desire,disappointment,realization,annoyance"
"It’s not possible, and nor should it be possible, to control what anyone thinks about you. Especially if it’s not based in any reality.","optimism,disappointment,annoyance,curiosity,admiration"
There is nothing in this world that I fear to say.,"fear,confusion,annoyance,curiosity"
"The learner has to realize that he or she is the one who sets the objective, the learning tasks and the stage for success.","optimism,disappointment,sadness,annoyance,realization"
"The gift of mental power comes from God, Divine Being, and if we concentrate our minds on that truth, we become in tune with this great power. My Mother had taught me to seek all truth in the Bible.","disgust,curiosity,admiration,realization"
"If the citizens are wealthy, the country is strong. The King's storehouse is his people.","admiration,disappointment,sadness"
"Political language is designed to make lies sound truthful and murder respectable, and to give an appearance of solidity to pure wind.","optimism,disappointment,sadness,desire,admiration"
"in the swastika, the mission of the struggle for the victory of the Aryan man, and, by the same token, the victory of the idea of creative work.","realization,love"
"It is not heroes that make history, but history that makes heroes.","admiration,joy,excitement,surprise"
I like roses best. But they bloom in all four seasons. I wonder if people who like roses best have to die four times over again.,"admiration,surprise,love"
"Instead of buying your children all the things you never had, you should teach them all the things you were never taught. Material wears out but knowledge stays.","optimism,joy,love,admiration,gratitude"
Where does a thought go when it's forgotten?,"disappointment,love,curiosity,sadness,confusion"
Teachers also say that teaching for learning how-to-learn-learn will consume a lot of time. It will be difficult to cover all the content specified by the curriculum if learning uses up too much time on hands-on activities. The less-is-more alternative has not been considered as a possible solution at all in educational reforms where only expanding will bring about progress and development is more. Now is an appropriate time for educators to come down to the heart of educational matters or the learning methods to achieve the less-is-more alternative in all educational reforms.,"anger,fear,optimism,sadness,curiosity,joy,disappointment,annoyance,love,nervousness,admiration,confusion,realization"
Wanting to be someone else is a waste of who you are,"optimism,annoyance,curiosity,desire,confusion,realization"
"I became insane, with long intervals of horrible sanity.","fear,disappointment"
"I can’t win. Love is Russian roulette for me. No one loves the real me inside. they're all in love with my fame, my stardom.
I fall in love far too quickly and end up getting hurt all the time. I've got scars all over. But I can't help myself because basically I'm a softie I have this hard, macho shell — which I project on stage but there's a much softer side. too, which melts like butter.","optimism,sadness,desire,joy,disappointment,love,realization"
"If I can't do it, I will work on it until I can. If I become able to do it, I will work on it until I can do it perfectly. If I become able to do it perfectly, I will work on it until I can do it perfectly any number of times.","optimism,realization"
"It is important to expect nothing, to take every experience, including the negative ones, as merely steps on the path, and to proceed.","amusement,sadness,disappointment"
"I can't tell you how many directors have decided that Donna Anna wants to be raped by Don Giovanni and is in love with him, even though she has never seen him before.","desire,optimism"
Do not take life too seriously – you will never get out of it alive.,"admiration,optimism"
The learning must belong to the learners and not to the teachers.,
"Words, how little they mean when you're a little too late.","optimism,joy,disappointment,love,admiration,realization"
"Try to become not a man of success, but try rather to become a man of value.","desire,realization"
"There are four questions of value in life… What is sacred? Of what is the spirit made? What is worth living ""for, and what is worth dying for? The answer to each is same. Only love.","joy,disappointment,love,curiosity,sadness"
"I speak my mind, because it hurts to bite my tongue",sadness
"Because in the end, you won’t remember the time you spent working in the office or mowing your lawn. Climb that goddamn mountain.","anger,disappointment,annoyance,realization"
"If a man knows more than others, he becomes lonely.",sadness
The problem with the world is that the intelligent people are full of doubts while the stupid one are full of confidence.,"optimism,disappointment,annoyance,curiosity,admiration,confusion"
Don't judge people on who they used to be. Allow them to be who they are. See them «now». Not «then». ,"joy,disappointment,sadness,love,admiration"
"It isn't what we say or think that defines us, but what we do.",
I never realized that a child is capable of remembering so well and of waiting so patiently,"optimism,disappointment,sadness,love,admiration,realization"
"At the very beginning, the crucial element to be considered for education reform is the management system. The administrative power, in particular, has to be shifted to local authorities, and local participation in the school management is essentially encouraged.","anger,optimism,sadness,curiosity,gratitude,joy,disappointment,annoyance,admiration,realization"
"Hope is the thing with feathers
That perches in the soul
And sings the tune without the words
And never stops at all.","optimism,disappointment,realization"
People generally don't change unless a traumatic event occurs in their life which triggers the brain into new action.,"disappointment,realization,annoyance"
"Correct."" Kekrops sounded bitter, like he regretted his decision. ""My people were the original Athenians--the gemini.""
""Like your zodiac sign?"" Percy asked. ""I'm a Leo.""
""No, stupid,"" Leo said. ""I'm a Leo. You're a Percy.","joy,admiration,sadness,desire,realization"
It's too bad that stupidity isn't painful.,"admiration,disappointment,sadness,annoyance"
Blind belief in authority is the greatest enemy of truth.,"disappointment,annoyance,curiosity"
The beauty of mathematics only shows itself to more patient followers.,admiration
Darkness cannot drive out darkness: only light can do that. Hate cannot drive out hate: only love can do that.,"optimism,disgust,desire,embarrassment,joy,love,annoyance,realization"
I tell my piano the things I used to tell you,
"Whenever you get there, there is no there there.","realization,joy,love"
"If I had a flower for every time I thought of you, I could walk through my garden forever.","anger,optimism,sadness,joy,disappointment,love,annoyance,admiration,surprise,realization"
Never be afraid to trust an unknown future to a known God.,realization
"This is what the past is for! Every experience God gives us, every person He puts in our lives is the perfect preparation for the future that only He can see.","fear,optimism,amusement,sadness,disappointment,love,annoyance,admiration"
"I think that truth is the highest value, although it has to be embedded in love. What I mean by that is that truth should serve the highest good imaginable. For me, that is what is best for each individual, in the manner that is simultaneously best for the family, and the state, and nature itself. But you can only want that good if you love Being.","anger,optimism,sadness,curiosity,desire,joy,love,annoyance,admiration"
"There is a magnet in your heart that will attract true friends. That magnet is unselfishness, thinking of others first; when you learn to live for others, they will live for you.","anger,optimism,annoyance,confusion,surprise,realization"
"Time is still the best critic, and patience the best teacher.","admiration,joy,disappointment,realization"
"Why not just tell people I'm an alien from Mars. Tell them I eat live chickens and do a voodoo dance at midnight. They'll believe anything you say, because you're a reporter. But if I, Michael Jackson, were to say, ""I'm an alien from Mars and I eat live chickens and do a voodoo dance at midnight,"" people would say, ""Oh, man, that Michael Jackson is nuts. He's cracked up. You can't believe a damn word that comes out of his mouth.""","optimism,curiosity,desire,joy,disappointment,love,annoyance,admiration,confusion,realization"
A TV evening with the right person can be more erotic than sex with the wrong one. ,"disappointment,sadness,love,annoyance,admiration"
"Why do two colors, put one next to the other, sing? Can one really explain this? no. Just as one can never learn how to paint.","confusion,love,curiosity"
"When you have money in hand, only you forget who are you. But when you do not have any money in your hand, the whole world forget who you are. It's life.","joy,sadness,curiosity,confusion,realization"
"If you see me in a fight with a bear, pray for the bear.",
"Only the weak will fall and give up, the strong falls 100 times and wakes up 200 times",admiration
"When there's a person, there's a problem. When there's no person, there's no problem.","admiration,love,annoyance"
"Looking back on each element, the absence of the audience this time meant that it was difficult to make that connection [with the crowd], but there are a lot of movements in the choreography that try to speak to the audience, so I think that’s also a key appeal for this program.","anger,joy,disappointment,sadness,love,annoyance,admiration"
Truly free people do not need to be told they are free.,
I never tried to prove anything to someone else. I wanted to prove something to myself.,"desire,confusion,curiosity"
"What you do makes a difference, and you have to decide what kind of difference you want to make.","desire,realization,gratitude"
"Do not try to rescue someone who does not want to be rescued, and be very careful about rescuing someone who does want to be rescued.","anger,sadness,curiosity,love,annoyance,desire,confusion"
"It's like I've got a shotgun in my mouth with my finger on the trigger, and I like the taste of the gun metal.","optimism,love"
"When the snow fall
and the white winds blow,
the lone wolf dies
but the pack survives.","admiration,love"
"The rich
Will make temples for Siva
what shall I, a poor man, do?
My legs are pillars,
the body the shrine,
the head the cupola of gold,
Listen, O! Lord:
Standing things shall fall,
that which moves shall stay","optimism,sadness,curiosity,desire,joy,disappointment,annoyance,love,admiration,realization"
"I love you without knowing how, or when, or from where,
I love you simply, without problems or pride:
I love you in this way because I don’t know any other way of loving.","joy,pride,love"
"The richness I achieve comes from nature, the source of my inspiration.","joy,optimism,love,annoyance,admiration"
"If you want to find the secrets of the universe, think in terms of energy, frequency and vibration.","desire,joy,amusement,realization"
"One time, Niall sat on the floor for hours trying to find a way of putting his M&M's in alphabetical order.","anger,sadness,love,annoyance"
"Elvis is my daddy, Marilyn's my mother, Jesus is my bestest friend.","admiration,love"
"Life is short, but the years are long.",
The Tenczyn castle dates from the 14th century and it was built as a defensive edifice by Andrzej Toporczyk who after some time took the name of Tenczyński - after the name of the place. For many years the castle was a source of power of the family who played an important part in the politics of old Poland.,"anger,disappointment,sadness,curiosity,annoyance"
It is the mark of an educated mind to be able to entertain a thought without accepting it.,"disappointment,sadness,love,admiration,realization"
"Live simply, love generously, care deeply, speak kindly, leave the rest to God.","joy,disappointment,love,annoyance,admiration"
"If I know what love is, it is because of you.","anger,optimism,sadness,joy,disappointment,love,annoyance"
"I go through a lot of depression, and I know other people do, too, but I have an outlet that so many people don't. If you have that inside of you and can't get it out, what do you do?","realization,sadness"
"People will do anything, no matter how absurd, in order to avoid facing their own souls.",
"The history of the castle at Wiśnicz Nowy is enlivened by many legends. Many well-known artists visited the castle in centuries past. Till now, many elements of old architecture (towers, chapel) have survived, together with some details of interior design.","optimism,joy,disappointment,curiosity,admiration"
"The chance to overcome another challenge is simply, as I always feel, a blessing.","admiration,optimism,confusion,curiosity"
Don't be afraid of enemies who attack you. Be afraid of the friends who flatter you.,"fear,disappointment,annoyance"
Man invented the car to comfortably sit in jams.,love
"I know it seems hard sometimes but remember one thing. Through every dark night, there's a bright day after that. So no matter how hard it get, stick your chest out, keep ya head up…. and handle it.","optimism,admiration,love,desire,realization"
"Unhappiness. There are all kinds of unhappy people in the world. I suppose it would be no exaggeration to say that the world is composed entirely of unhappy people. But those people can fight their unhappiness with society fairly and squarly, and society for its part easily understands and sympathizes with such struggles. My unhappiness stemmed entirely from my own vices, and I had no way of fighting anybody.","optimism,sadness,curiosity,gratitude,disappointment,love,annoyance,admiration,confusion"
"Pooh, how do you spell love?' 'You don't spell love Piglet, you feel it","joy,love,curiosity,desire,confusion,gratitude"
"The tragedy of a thoughtless man is not that he doesn't think, but that he thinks that he's thinking.",sadness
"Life is painful. It has thorns, like the stem of a rose. Culture and art are the roses that bloom on the stem. The flower is yourself, your humanity. Art is the liberation of the humanity inside yourself.","optimism,disappointment,sadness,annoyance,admiration,realization"
"I know that I'm not that important to you But to me, girl, you're so much more than gorgeous So much more than perfect Right now I know that I'm not really worth it","fear,disappointment,curiosity,admiration,confusion"
This place makes me think about the mistakes I've made in the past… and I've made so many of them.,"admiration,optimism,realization"
One man with a gun can control 100 without one.,
It’s better to be absolutely ridiculous than absolutely boring.,"love,realization,amusement,annoyance"
"I always just thought if you see somebody without a smile, give'em yours!","love,optimism,disappointment,sadness"
and should be entitled to have access to education according to their competency and needs.,
The most worth-while thing is to try to put happiness into the lives of others.,"fear,anger,optimism,sadness,curiosity,love,annoyance,admiration"
"Never, ever, let anyone tell you what you can and can't do. Prove the cynics wrong. Pity them for they have no imagination. The sky's the limit. Your sky. Your limit. Now. Let's dance.","optimism,sadness,curiosity,joy,disappointment,annoyance,love,admiration"
Art is a big question mark.,"confusion,disappointment,sadness"
"Close your eyes and I'll kiss you, Tomorrow I'll miss you.","joy,excitement,sadness,admiration"
Here is my secret. It is very simple. It is only with the heart that one can see rightly; What is essential is invisible to the eye.,"sadness,admiration,realization"
"Lesser, greater, middling, it's all the same. Proportions are negotiated, boundaries blurred. I'm not a pious hermit, I haven't done only good in my life. But if I'm to choose between one evil and another, then I prefer not to choose at all.","confusion,love,curiosity"
"Yesterday is but a dream,
Tomorrow is only a vision.
But today well lived makes every yesterday a dream of happiness, and every tomorrow a vision of hope.","fear,optimism,curiosity,desire,joy,disappointment,admiration,realization"
"I think that living only from writing is a privilege, in economic terms, that only some writers have achieved and to which, probably, all authors aspire: a difficult goal that is not impossible.","fear,amusement,sadness,curiosity,embarrassment,joy,disappointment,love,annoyance,realization"
It's so much easier to know who you are when there aren't a thousand people telling you who they think you are.,love
"What hurts you, blesses you. Darkness is your candle.","desire,optimism,disappointment"
"we aim for the practice of Christianity in their everyday life and dealings, and not merely the profession of its theology on Sundays.","optimism,love,realization"
"In the second half of the 18th century, first residences-museums were created in Poland. Old palaces were changed to adapt them for exhibitions purposes, or new buildings were erected with separate museum annexes. First such museums in Poland was established in 1802 by Stanisław Kostka Potocki at Wilanów. The museums at Nieborów, Nieśwież, Puławy, Rogalin, Gołuchów and Kórnik followed. At first these museums were established as a response to fashion, later national and patriotic issues became prevailing reasons.","disappointment,sadness,love,annoyance,admiration,confusion,realization"
Change is good only when you know yourself.,admiration
The first duty of a revolutionary is to be educated.,"confusion,disappointment,annoyance"
"Coming together is a beginning, staying together is progress, and working together is success.","anger,joy,sadness,annoyance,realization"
"Light thinks it travels faster than anything but it is wrong. No matter how fast light travels, it finds the darkness has always got there first, and is waiting for it.","admiration,confusion,disappointment,sadness"
I'm married to my money because it never cheats on me,"anger,annoyance"
"If you don't love yourself, how in the hell you gonna love somebody else?","anger,joy,optimism,love,curiosity,admiration"
"What nearly everybody in my life had misunderstood about Satanism was that it is not about ritual sacrifices, digging up graves and worshipping the devil. The devil doesn't exist. Satanism is about worshipping yourself, because you are responsible for your own good and evil.","anger,joy,amusement,sadness,annoyance,love,admiration"
"This generation has lost the true meaning of romance. There are so many songs that disrespect women. You can’t treat the woman you love as a piece of meat. You should treat your love like a princess. Give her love songs, something with real meaning. Maybe I’m old fashioned but to respect the woman you love should be a priority.","optimism,sadness,joy,disappointment,love,annoyance,admiration,confusion"
"(on Ashley Tisdale) ""You don't need a prince to be a princess.""",
"As democracy is perfected, the office of president represents, more and more closely, the inner soul of the people. On some great and glorious day the plain folks of the land will reach their heart's desire at last and the White House will be adorned by a downright moron.","fear,sadness,curiosity,desire,disappointment,love,annoyance,admiration,realization"
"Shout out to everyone makin' my beats, you helpin' me preach This music's the only thing keepin' the peace when I'm fallin' to pieces","love,disappointment,sadness,annoyance"
I have not told half of what I saw.,admiration
"The music is not in the notes,
but in the silence between.","disappointment,sadness,annoyance"
"Now it is established in the sciences that no knowledge is acquired save through the study of its causes and beginnings, if it has had causes and beginnings; nor completed except by knowledge of its accidents and accompanying essentials.","optimism,sadness,curiosity,gratitude,love,admiration,confusion,realization"
Sorry I'm late. You wouldn't believe the traffic.,"remorse,sadness"
Let everything happen to you: beauty and terror. Just keep going. No feeling is final.,"fear,curiosity,admiration,confusion"
We are never so defenceless against suffering as when we love.,"admiration,joy,disappointment,love"
"I went to the woods because I wanted to live deliberately. I wanted to live deep and suck out all the marrow of life. To put to rout all that was not life; and not, when I had come to die, discover that I had not lived.","admiration,disappointment,love,annoyance,desire"
I don't know why people are so keen to put the details of their private life in public; they forget that invisibility is a superpower.,"confusion,love"
"Wake up and smell the coffee
Is your cup half full or empty?","admiration,optimism,realization,curiosity"
"If I'm in a bad mood, or if I'm uncomfortable, it's probably what I'm wearing that's making me feel that way.","confusion,curiosity"
"You just stay patient, that's all.",joy
The good times of today are the sad thoughts of tomorrow.,"love,sadness,disappointment"
"Fear is stronger than love, remember that. Fear is stronger than love, all that love I gave didn't mean nothing when it came to fear.","fear,optimism,joy,love,annoyance,admiration"
"This time the struggle is for our freedom, this time the struggle is for our independence! Joy bangla!","joy,excitement,love"
"I am that clumsy human, always loving, loving, loving. And loving. And never leaving.","joy,love,sadness,annoyance,admiration"
"Fear is the true enemy, the only enemy.","fear,annoyance"
The good you do today will be forgotten tomorrow. Do good anyway!,optimism
"At this point I have a request for our fans. If any of you in any way hate homosexuals, people of different color, or women, please do this one favor for us - leave us the fuck alone! Don't come to our shows and don't buy our records.","anger,fear,sadness,curiosity,annoyance,nervousness,admiration,confusion"
"The genius may appear selfish, but most of his intentions are always innocent and pure.","admiration,disappointment,sadness,annoyance,desire"
"Satanism condones any type of sexual activity which properly satisfies your individual desires – be it heterosexual, homosexual, bisexual, or even asexual, if you choose. Satanism also sanctions any fetish or deviation which will enhance your sex-life, so long as it involves no one who does not wish to be involved.","desire,confusion,disappointment,curiosity"
"Diabolical forces are formidable. These forces are eternal, and they exist today. The fairy tale is true. The devil exists. God exists. And for us, as people, our very destiny hinges upon which one we elect to follow.","anger,admiration,love,annoyance"
Whoever is happy will make others happy too.,"fear,joy,optimism,curiosity"
